geometry_id,density,seed,mask_variant,method,status,output_path,error,parameters,common_f1,common_precision,common_recall,fragment_recovery_rate,pixel_recovery_rate,representation_dependent_pixel_recovery_rate
cov30/synth_0005,30,20263806,1,filaseg,ok,C:\Repos\filaments_quantification\output\locked_evaluation\filaseg\cov30\synth_0005\1\filaseg\final\mask_w1_reconnect_multilabel.npz,,"{""filaseg_mode"": ""run""}",0.6944818304172274,0.6401985111662531,0.7588235294117647,0.5789473684210527,0.358974358974359,0.358974358974359
cov30/synth_0006,30,20263807,1,baseline_cc,ok,output\locked_evaluation\outputs\cov30\synth_0006\1\baseline_cc__19eabb03d824.tif,,"{""min_area"": 1}",0.09494163424124515,0.051074518559866035,0.6727941176470589,0.17142857142857143,0.0,0.0
cov30/synth_0006,30,20263807,1,baseline_skeleton,ok,output\locked_evaluation\outputs\cov30\synth_0006\1\baseline_skeleton__285b5bcfa0e4.tif,,"{""max_gap_px"": 28.0, ""max_turn_deg"": 20.0}",0.604,0.6622807017543859,0.5551470588235294,0.42857142857142855,0.0,0.0
cov30/synth_0006,30,20263807,1,filaseg,ok,C:\Repos\filaments_quantification\output\locked_evaluation\filaseg\cov30\synth_0006\1\filaseg\final\mask_w1_reconnect_multilabel.npz,,"{""filaseg_mode"": ""run""}",0.7451669595782073,0.7138047138047138,0.7794117647058824,0.7142857142857143,0.4444444444444444,0.4444444444444444
cov30/synth_0007,30,20263808,1,baseline_cc,ok,output\locked_evaluation\outputs\cov30\synth_0007\1\baseline_cc__19eabb03d824.tif,,"{""min_area"": 1}",0.08662900188323919,0.0457370121799652,0.8177777777777778,0.16666666666666666,0.0,0.0
cov30/synth_0007,30,20263808,1,baseline_skeleton,ok,output\locked_evaluation\outputs\cov30\synth_0007\1\baseline_skeleton__285b5bcfa0e4.tif,,"{""max_gap_px"": 28.0, ""max_turn_deg"": 20.0}",0.8289156626506023,0.9052631578947369,0.7644444444444445,0.7666666666666667,0.0,0.0
cov30/synth_0007,30,20263808,1,filaseg,ok,C:\Repos\filaments_quantification\output\locked_evaluation\filaseg\cov30\synth_0007\1\filaseg\final\mask_w1_reconnect_multilabel.npz,,"{""filaseg_mode"": ""run""}",0.7949790794979079,0.7509881422924901,0.8444444444444444,0.6666666666666666,0.48484848484848486,0.48484848484848486
cov30/synth_0008,30,20263809,1,baseline_cc,ok,output\locked_evaluation\outputs\cov30\synth_0008\1\baseline_cc__19eabb03d824.tif,,"{""min_area"": 1}",0.07566462167689161,0.039501779359430604,0.8951612903225806,0.16,0.0,0.0
cov30/synth_0008,30,20263809,1,baseline_skeleton,ok,output\locked_evaluation\outputs\cov30\synth_0008\1\baseline_skeleton__285b5bcfa0e4.tif,,"{""max_gap_px"": 28.0, ""max_turn_deg"": 20.0}",0.6948905109489051,0.7603833865814696,0.6397849462365591,0.52,0.0,0.0
cov30/synth_0008,30,20263809,1,filaseg,ok,C:\Repos\filaments_quantification\output\locked_evaluation\filaseg\cov30\synth_0008\1\filaseg\final\mask_w1_reconnect_multilabel.npz,,"{""filaseg_mode"": ""run""}",0.7241798298906439,0.6607538802660754,0.8010752688172043,0.5,0.28,0.28
cov30/synth_0009,30,20263810,1,baseline_cc,ok,output\locked_evaluation\outputs\cov30\synth_0009\1\baseline_cc__19eabb03d824.tif,,"{""min_area"": 1}",0.10727816550348952,0.05788680869378093,0.7309782608695652,0.16279069767441862,0.0,0.0
cov30/synth_0009,30,20263810,1,baseline_skeleton,ok,output\locked_evaluation\outputs\cov30\synth_0009\1\baseline_skeleton__285b5bcfa0e4.tif,,"{""max_gap_px"": 28.0, ""max_turn_deg"": 20.0}",0.8425414364640884,0.8567415730337079,0.8288043478260869,0.7906976744186046,0.0,0.0
cov30/synth_0009,30,20263810,1,filaseg,ok,C:\Repos\filaments_quantification\output\locked_evaluation\filaseg\cov30\synth_0009\1\filaseg\final\mask_w1_reconnect_multilabel.npz,,"{""filaseg_mode"": ""run""}",0.8397350993377484,0.8191214470284238,0.8614130434782609,0.6976744186046512,0.4666666666666667,0.4666666666666667
cov30/synth_0010,30,20263811,1,baseline_cc,ok,output\locked_evaluation\outputs\cov30\synth_0010\1\baseline_cc__19eabb03d824.tif,,"{""min_area"": 1}",0.08310516991464004,0.04356636271529889,0.8989547038327527,0.18421052631578946,0.0,0.0
cov30/synth_0010,30,20263811,1,baseline_skeleton,ok,output\locked_evaluation\outputs\cov30\synth_0010\1\baseline_skeleton__285b5bcfa0e4.tif,,"{""max_gap_px"": 28.0, ""max_turn_deg"": 20.0}",0.7941176470588235,0.8404669260700389,0.7526132404181185,0.7368421052631579,0.0,0.0
cov30/synth_0010,30,20263811,1,filaseg,ok,C:\Repos\filaments_quantification\output\locked_evaluation\filaseg\cov30\synth_0010\1\filaseg\final\mask_w1_reconnect_multilabel.npz,,"{""filaseg_mode"": ""run""}",0.8656195462478184,0.8671328671328671,0.8641114982578397,0.6842105263157895,0.5128205128205128,0.5128205128205128
cov30/synth_0011,30,20263812,1,baseline_cc,ok,output\locked_evaluation\outputs\cov30\synth_0011\1\baseline_cc__19eabb03d824.tif,,"{""min_area"": 1}",0.0800441622964394,0.04194994937075076,0.8708708708708709,0.2,0.0,0.0
cov30/synth_0011,30,20263812,1,baseline_skeleton,ok,output\locked_evaluation\outputs\cov30\synth_0011\1\baseline_skeleton__285b5bcfa0e4.tif,,"{""max_gap_px"": 28.0, ""max_turn_deg"": 20.0}",0.6078740157480315,0.6390728476821192,0.5795795795795796,0.45714285714285713,0.0,0.0
cov30/synth_0011,30,20263812,1,filaseg,ok,C:\Repos\filaments_quantification\output\locked_evaluation\filaseg\cov30\synth_0011\1\filaseg\final\mask_w1_reconnect_multilabel.npz,,"{""filaseg_mode"": ""run""}",0.6820027063599459,0.6206896551724138,0.7567567567567568,0.5142857142857142,0.2,0.2
cov30/synth_0012,30,20263813,1,baseline_cc,ok,output\locked_evaluation\outputs\cov30\synth_0012\1\baseline_cc__19eabb03d824.tif,,"{""min_area"": 1}",0.10382978723404256,0.055391600454029515,0.8271186440677966,0.027777777777777776,0.0,0.0
cov30/synth_0012,30,20263813,1,baseline_skeleton,ok,output\locked_evaluation\outputs\cov30\synth_0012\1\baseline_skeleton__285b5bcfa0e4.tif,,"{""max_gap_px"": 28.0, ""max_turn_deg"": 20.0}",0.765472312703583,0.7366771159874608,0.7966101694915254,0.6944444444444444,0.0,0.0
cov30/synth_0012,30,20263813,1,filaseg,ok,C:\Repos\filaments_quantification\output\locked_evaluation\filaseg\cov30\synth_0012\1\filaseg\final\mask_w1_reconnect_multilabel.npz,,"{""filaseg_mode"": ""run""}",0.7801857585139318,0.717948717948718,0.8542372881355932,0.5555555555555556,0.5,0.5
cov30/synth_0013,30,20263814,1,baseline_cc,ok,output\locked_evaluation\outputs\cov30\synth_0013\1\baseline_cc__19eabb03d824.tif,,"{""min_area"": 1}",0.0871465646769567,0.04600519180847995,0.8242894056847545,0.06060606060606061,0.0,0.0
cov30/synth_0013,30,20263814,1,baseline_skeleton,ok,output\locked_evaluation\outputs\cov30\synth_0013\1\baseline_skeleton__285b5bcfa0e4.tif,,"{""max_gap_px"": 28.0, ""max_turn_deg"": 20.0}",0.7864864864864864,0.8243626062322946,0.751937984496124,0.7272727272727273,0.0,0.0
cov30/synth_0013,30,20263814,1,filaseg,ok,C:\Repos\filaments_quantification\output\locked_evaluation\filaseg\cov30\synth_0013\1\filaseg\final\mask_w1_reconnect_multilabel.npz,,"{""filaseg_mode"": ""run""}",0.8098765432098766,0.7754137115839244,0.8475452196382429,0.6363636363636364,0.47058823529411764,0.47058823529411764
cov30/synth_0014,30,20263815,1,baseline_cc,ok,output\locked_evaluation\outputs\cov30\synth_0014\1\baseline_cc__19eabb03d824.tif,,"{""min_area"": 1}",0.09106562081499905,0.04903172641120725,0.6380697050938338,0.10256410256410256,0.0,0.0
cov30/synth_0014,30,20263815,1,baseline_skeleton,ok,output\locked_evaluation\outputs\cov30\synth_0014\1\baseline_skeleton__285b5bcfa0e4.tif,,"{""max_gap_px"": 28.0, ""max_turn_deg"": 20.0}",0.6946778711484594,0.7272727272727273,0.6648793565683646,0.6153846153846154,0.0,0.0
cov30/synth_0014,30,20263815,1,filaseg,ok,C:\Repos\filaments_quantification\output\locked_evaluation\filaseg\cov30\synth_0014\1\filaseg\final\mask_w1_reconnect_multilabel.npz,,"{""filaseg_mode"": ""run""}",0.6379114642451759,0.5531496062992126,0.7533512064343163,0.6666666666666666,0.48717948717948717,0.48717948717948717
cov30/synth_0015,30,20263816,1,baseline_cc,ok,output\locked_evaluation\outputs\cov30\synth_0015\1\baseline_cc__19eabb03d824.tif,,"{""min_area"": 1}",0.0648615257901781,0.03365025104155539,0.8948863636363636,0.07692307692307693,0.0,0.0
cov30/synth_0015,30,20263816,1,baseline_skeleton,ok,output\locked_evaluation\outputs\cov30\synth_0015\1\baseline_skeleton__285b5bcfa0e4.tif,,"{""max_gap_px"": 28.0, ""max_turn_deg"": 20.0}",0.8333333333333334,0.858433734939759,0.8096590909090909,0.6666666666666666,0.0,0.0
cov30/synth_0015,30,20263816,1,filaseg,ok,C:\Repos\filaments_quantification\output\locked_evaluation\filaseg\cov30\synth_0015\1\filaseg\final\mask_w1_reconnect_multilabel.npz,,"{""filaseg_mode"": ""run""}",0.7226463104325701,0.6543778801843319,0.8068181818181818,0.5641025641025641,0.3333333333333333,0.3333333333333333
cov30/synth_0016,30,20263817,1,baseline_cc,ok,output\locked_evaluation\outputs\cov30\synth_0016\1\baseline_cc__19eabb03d824.tif,,"{""min_area"": 1}",0.09503546099290781,0.05081532043989382,0.73224043715847,0.14285714285714285,0.0,0.0
cov30/synth_0016,30,20263817,1,baseline_skeleton,ok,output\locked_evaluation\outputs\cov30\synth_0016\1\baseline_skeleton__285b5bcfa0e4.tif,,"{""max_gap_px"": 28.0, ""max_turn_deg"": 20.0}",0.7230769230769232,0.8274647887323944,0.6420765027322405,0.40476190476190477,0.0,0.0
cov30/synth_0016,30,20263817,1,filaseg,ok,C:\Repos\filaments_quantification\output\locked_evaluation\filaseg\cov30\synth_0016\1\filaseg\final\mask_w1_reconnect_multilabel.npz,,"{""filaseg_mode"": ""run""}",0.7052186177715092,0.7288629737609329,0.6830601092896175,0.40476190476190477,0.3333333333333333,0.3333333333333333
cov30/synth_0017,30,20263818,1,baseline_cc,ok,output\locked_evaluation\outputs\cov30\synth_0017\1\baseline_cc__19eabb03d824.tif,,"{""min_area"": 1}",0.06785980611483967,0.035225806451612905,0.9222972972972973,0.125,0.0,0.0
cov30/synth_0017,30,20263818,1,baseline_skeleton,ok,output\locked_evaluation\outputs\cov30\synth_0017\1\baseline_skeleton__285b5bcfa0e4.tif,,"{""max_gap_px"": 28.0, ""max_turn_deg"": 20.0}",0.7425569176882661,0.7709090909090909,0.7162162162162162,0.625,0.0,0.0
cov30/synth_0017,30,20263818,1,filaseg,ok,C:\Repos\filaments_quantification\output\locked_evaluation\filaseg\cov30\synth_0017\1\filaseg\final\mask_w1_reconnect_multilabel.npz,,"{""filaseg_mode"": ""run""}",0.7929373996789726,0.7553516819571865,0.8344594594594594,0.6875,0.34375,0.34375
cov30/synth_0018,30,20263819,1,baseline_cc,ok,output\locked_evaluation\outputs\cov30\synth_0018\1\baseline_cc__19eabb03d824.tif,,"{""min_area"": 1}",0.11652498444951276,0.06354590682948892,0.7007481296758105,0.16216216216216217,0.0,0.0
cov30/synth_0018,30,20263819,1,baseline_skeleton,ok,output\locked_evaluation\outputs\cov30\synth_0018\1\baseline_skeleton__285b5bcfa0e4.tif,,"{""max_gap_px"": 28.0, ""max_turn_deg"": 20.0}",0.6176911544227887,0.7744360902255639,0.513715710723192,0.5675675675675675,0.0,0.0
cov30/synth_0018,30,20263819,1,filaseg,ok,C:\Repos\filaments_quantification\output\locked_evaluation\filaseg\cov30\synth_0018\1\filaseg\final\mask_w1_reconnect_multilabel.npz,,"{""filaseg_mode"": ""run""}",0.696969696969697,0.6542669584245077,0.7456359102244389,0.5135135135135135,0.23684210526315788,0.23684210526315788
cov30/synth_0019,30,20263820,1,baseline_cc,ok,output\locked_evaluation\outputs\cov30\synth_0019\1\baseline_cc__19eabb03d824.tif,,"{""min_area"": 1}",0.11304135062392953,0.06088560885608856,0.78839590443686,0.1282051282051282,0.0,0.0
cov30/synth_0019,30,20263820,1,baseline_skeleton,ok,output\locked_evaluation\outputs\cov30\synth_0019\1\baseline_skeleton__285b5bcfa0e4.tif,,"{""max_gap_px"": 28.0, ""max_turn_deg"": 20.0}",0.7627737226277371,0.8196078431372549,0.7133105802047781,0.6410256410256411,0.0,0.0
cov30/synth_0019,30,20263820,1,filaseg,ok,C:\Repos\filaments_quantification\output\locked_evaluation\filaseg\cov30\synth_0019\1\filaseg\final\mask_w1_reconnect_multilabel.npz,,"{""filaseg_mode"": ""run""}",0.6402640264026402,0.6198083067092651,0.6621160409556314,0.48717948717948717,0.3333333333333333,0.3333333333333333
cov30/synth_0020,30,20263821,1,baseline_cc,ok,output\locked_evaluation\outputs\cov30\synth_0020\1\baseline_cc__19eabb03d824.tif,,"{""min_area"": 1}",0.13344316309719934,0.07266203184570531,0.8161209068010076,0.05263157894736842,0.0,0.0
cov30/synth_0020,30,20263821,1,baseline_skeleton,ok,output\locked_evaluation\outputs\cov30\synth_0020\1\baseline_skeleton__285b5bcfa0e4.tif,,"{""max_gap_px"": 28.0, ""max_turn_deg"": 20.0}",0.7361299052774019,0.7953216374269005,0.6851385390428212,0.5789473684210527,0.0,0.0
cov30/synth_0020,30,20263821,1,filaseg,ok,C:\Repos\filaments_quantification\output\locked_evaluation\filaseg\cov30\synth_0020\1\filaseg\final\mask_w1_reconnect_multilabel.npz,,"{""filaseg_mode"": ""run""}",0.6972010178117048,0.7043701799485861,0.690176322418136,0.5263157894736842,0.4,0.4
cov30/synth_0021,30,20263822,1,baseline_cc,ok,output\locked_evaluation\outputs\cov30\synth_0021\1\baseline_cc__19eabb03d824.tif,,"{""min_area"": 1}",0.09724933451641526,0.051561911930748966,0.8535825545171339,0.0967741935483871,0.0,0.0
cov30/synth_0021,30,20263822,1,baseline_skeleton,ok,output\locked_evaluation\outputs\cov30\synth_0021\1\baseline_skeleton__285b5bcfa0e4.tif,,"{""max_gap_px"": 28.0, ""max_turn_deg"": 20.0}",0.7833622183708839,0.8828125,0.7040498442367601,0.6451612903225806,0.0,0.0
cov30/synth_0021,30,20263822,1,filaseg,ok,C:\Repos\filaments_quantification\output\locked_evaluation\filaseg\cov30\synth_0021\1\filaseg\final\mask_w1_reconnect_multilabel.npz,,"{""filaseg_mode"": ""run""}",0.8363636363636363,0.8141592920353983,0.8598130841121495,0.6129032258064516,0.4838709677419355,0.4838709677419355
cov30/synth_0022,30,20263823,1,baseline_cc,ok,output\locked_evaluation\outputs\cov30\synth_0022\1\baseline_cc__19eabb03d824.tif,,"{""min_area"": 1}",0.07233646791360959,0.03761822871883061,0.938337801608579,0.07317073170731707,0.0,0.0
cov30/synth_0022,30,20263823,1,baseline_skeleton,ok,output\locked_evaluation\outputs\cov30\synth_0022\1\baseline_skeleton__285b5bcfa0e4.tif,,"{""max_gap_px"": 28.0, ""max_turn_deg"": 20.0}",0.7859007832898173,0.7659033078880407,0.806970509383378,0.8048780487804879,0.0,0.0
cov30/synth_0022,30,20263823,1,filaseg,ok,C:\Repos\filaments_quantification\output\locked_evaluation\filaseg\cov30\synth_0022\1\filaseg\final\mask_w1_reconnect_multilabel.npz,,"{""filaseg_mode"": ""run""}",0.7565543071161049,0.7079439252336449,0.8123324396782842,0.5853658536585366,0.3023255813953488,0.3023255813953488
cov30/synth_0023,30,20263824,1,baseline_cc,ok,output\locked_evaluation\outputs\cov30\synth_0023\1\baseline_cc__19eabb03d824.tif,,"{""min_area"": 1}",0.058125192722787544,0.030013533954303,0.9172749391727494,0.05405405405405406,0.0,0.0
cov30/synth_0023,30,20263824,1,baseline_skeleton,ok,output\locked_evaluation\outputs\cov30\synth_0023\1\baseline_skeleton__285b5bcfa0e4.tif,,"{""max_gap_px"": 28.0, ""max_turn_deg"": 20.0}",0.7628032345013477,0.8549848942598187,0.6885644768856448,0.6216216216216216,0.0,0.0
cov30/synth_0023,30,20263824,1,filaseg,ok,C:\Repos\filaments_quantification\output\locked_evaluation\filaseg\cov30\synth_0023\1\filaseg\final\mask_w1_reconnect_multilabel.npz,,"{""filaseg_mode"": ""run""}",0.6438356164383562,0.6064516129032258,0.6861313868613139,0.5135135135135135,0.3783783783783784,0.3783783783783784
cov30/synth_0024,30,20263825,1,baseline_cc,ok,output\locked_evaluation\outputs\cov30\synth_0024\1\baseline_cc__19eabb03d824.tif,,"{""min_area"": 1}",0.07302142544818538,0.03798476060502672,0.9408450704225352,0.27906976744186046,0.0,0.0
cov30/synth_0024,30,20263825,1,baseline_skeleton,ok,output\locked_evaluation\outputs\cov30\synth_0024\1\baseline_skeleton__285b5bcfa0e4.tif,,"{""max_gap_px"": 28.0, ""max_turn_deg"": 20.0}",0.7547723935389135,0.7883435582822086,0.723943661971831,0.627906976744186,0.0,0.0
cov30/synth_0024,30,20263825,1,filaseg,ok,C:\Repos\filaments_quantification\output\locked_evaluation\filaseg\cov30\synth_0024\1\filaseg\final\mask_w1_reconnect_multilabel.npz,,"{""filaseg_mode"": ""run""}",0.7696335078534032,0.7188264058679706,0.828169014084507,0.6046511627906976,0.4222222222222222,0.4222222222222222
cov40/synth_0000,40,20264801,1,baseline_cc,ok,output\locked_evaluation\outputs\cov40\synth_0000\1\baseline_cc__19eabb03d824.tif,,"{""min_area"": 1}",0.05554600763070155,0.028620005667327857,0.9384436701509872,0.12727272727272726,0.0,0.0
cov40/synth_0000,40,20264801,1,baseline_skeleton,ok,output\locked_evaluation\outputs\cov40\synth_0000\1\baseline_skeleton__285b5bcfa0e4.tif,,"{""max_gap_px"": 28.0, ""max_turn_deg"": 20.0}",0.4906391220142026,0.5523255813953488,0.4413472706155633,0.5818181818181818,0.0,0.0
cov40/synth_0000,40,20264801,1,filaseg,ok,C:\Repos\filaments_quantification\output\locked_evaluation\filaseg\cov40\synth_0000\1\filaseg\final\mask_w1_reconnect_multilabel.npz,,"{""filaseg_mode"": ""run""}",0.4916979110873058,0.4562624254473161,0.5331010452961672,0.45454545454545453,0.3620689655172414,0.3620689655172414
cov40/synth_0001,40,20264802,1,baseline_cc,ok,output\locked_evaluation\outputs\cov40\synth_0001\1\baseline_cc__19eabb03d824.tif,,"{""min_area"": 1}",0.05702200986919402,0.02940701244142834,0.9357326478149101,0.04878048780487805,0.0,0.0
cov40/synth_0001,40,20264802,1,baseline_skeleton,ok,output\locked_evaluation\outputs\cov40\synth_0001\1\baseline_skeleton__285b5bcfa0e4.tif,,"{""max_gap_px"": 28.0, ""max_turn_deg"": 20.0}",0.737467018469657,0.7574525745257452,0.718508997429306,0.6097560975609756,0.0,0.0
cov40/synth_0001,40,20264802,1,filaseg,ok,C:\Repos\filaments_quantification\output\locked_evaluation\filaseg\cov40\synth_0001\1\filaseg\final\mask_w1_reconnect_multilabel.npz,,"{""filaseg_mode"": ""run""}",0.8151419558359622,0.8004956629491945,0.8303341902313625,0.8292682926829268,0.5238095238095238,0.5238095238095238
cov40/synth_0002,40,20264803,1,baseline_cc,ok,output\locked_evaluation\outputs\cov40\synth_0002\1\baseline_cc__19eabb03d824.tif,,"{""min_area"": 1}",0.06614200318238506,0.034344156134161044,0.8921113689095128,0.12,0.0,0.0
cov40/synth_0002,40,20264803,1,baseline_skeleton,ok,output\locked_evaluation\outputs\cov40\synth_0002\1\baseline_skeleton__285b5bcfa0e4.tif,,"{""max_gap_px"": 28.0, ""max_turn_deg"": 20.0}",0.6597402597402597,0.7492625368731564,0.5893271461716937,0.52,0.0,0.0
cov40/synth_0002,40,20264803,1,filaseg,ok,C:\Repos\filaments_quantification\output\locked_evaluation\filaseg\cov40\synth_0002\1\filaseg\final\mask_w1_reconnect_multilabel.npz,,"{""filaseg_mode"": ""run""}",0.5635964912280701,0.5343035343035343,0.5962877030162413,0.54,0.2692307692307692,0.2692307692307692
cov40/synth_0003,40,20264804,1,baseline_cc,ok,output\locked_evaluation\outputs\cov40\synth_0003\1\baseline_cc__19eabb03d824.tif,,"{""min_area"": 1}",0.055845082012178394,0.028900749488984783,0.8249594813614263,0.06382978723404255,0.0,0.0
cov40/synth_0003,40,20264804,1,baseline_skeleton,ok,output\locked_evaluation\outputs\cov40\synth_0003\1\baseline_skeleton__285b5bcfa0e4.tif,,"{""max_gap_px"": 28.0, ""max_turn_deg"": 20.0}",0.749084249084249,0.8610526315789474,0.6628849270664505,0.5106382978723404,0.0,0.0
cov40/synth_0003,40,20264804,1,filaseg,ok,C:\Repos\filaments_quantification\output\locked_evaluation\filaseg\cov40\synth_0003\1\filaseg\final\mask_w1_reconnect_multilabel.npz,,"{""filaseg_mode"": ""run""}",0.740562248995984,0.7340764331210191,0.747163695299838,0.44680851063829785,0.3404255319148936,0.3404255319148936
cov40/synth_0004,40,20264805,1,baseline_cc,ok,output\locked_evaluation\outputs\cov40\synth_0004\1\baseline_cc__19eabb03d824.tif,,"{""min_area"": 1}",0.047798658166160427,0.024549974284244814,0.9017632241813602,0.08,0.0,0.0
cov40/synth_0004,40,20264805,1,baseline_skeleton,ok,output\locked_evaluation\outputs\cov40\synth_0004\1\baseline_skeleton__285b5bcfa0e4.tif,,"{""max_gap_px"": 28.0, ""max_turn_deg"": 20.0}",0.6834239130434782,0.7418879056047197,0.6335012594458438,0.56,0.0,0.0
cov40/synth_0004,40,20264805,1,filaseg,ok,C:\Repos\filaments_quantification\output\locked_evaluation\filaseg\cov40\synth_0004\1\filaseg\final\mask_w1_reconnect_multilabel.npz,,"{""filaseg_mode"": ""run""}",0.7518427518427518,0.7338129496402878,0.7707808564231738,0.48,0.37254901960784315,0.37254901960784315
cov40/synth_0005,40,20264806,1,baseline_cc,ok,output\locked_evaluation\outputs\cov40\synth_0005\1\baseline_cc__19eabb03d824.tif,,"{""min_area"": 1}",0.0705603320486214,0.03680336487907466,0.8524355300859598,0.03636363636363636,0.0,0.0
cov40/synth_0005,40,20264806,1,baseline_skeleton,ok,output\locked_evaluation\outputs\cov40\synth_0005\1\baseline_skeleton__285b5bcfa0e4.tif,,"{""max_gap_px"": 28.0, ""max_turn_deg"": 20.0}",0.7742946708463949,0.8546712802768166,0.7077363896848138,0.6545454545454545,0.0,0.0
cov40/synth_0005,40,20264806,1,filaseg,ok,C:\Repos\filaments_quantification\output\locked_evaluation\filaseg\cov40\synth_0005\1\filaseg\final\mask_w1_reconnect_multilabel.npz,,"{""filaseg_mode"": ""run""}",0.8139691067830759,0.7661188369152971,0.8681948424068768,0.5818181818181818,0.375,0.375
cov40/synth_0006,40,20264807,1,baseline_cc,ok,output\locked_evaluation\outputs\cov40\synth_0006\1\baseline_cc__19eabb03d824.tif,,"{""min_area"": 1}",0.04768975456371735,0.02451141771166911,0.8768736616702355,0.09090909090909091,0.0,0.0
cov40/synth_0006,40,20264807,1,baseline_skeleton,ok,output\locked_evaluation\outputs\cov40\synth_0006\1\baseline_skeleton__285b5bcfa0e4.tif,,"{""max_gap_px"": 28.0, ""max_turn_deg"": 20.0}",0.6396396396396397,0.6745843230403801,0.6081370449678801,0.4727272727272727,0.0,0.0
cov40/synth_0006,40,20264807,1,filaseg,ok,C:\Repos\filaments_quantification\output\locked_evaluation\filaseg\cov40\synth_0006\1\filaseg\final\mask_w1_reconnect_multilabel.npz,,"{""filaseg_mode"": ""run""}",0.6354378818737271,0.6058252427184466,0.6680942184154176,0.38181818181818183,0.30357142857142855,0.30357142857142855
cov40/synth_0007,40,20264808,1,baseline_cc,ok,output\locked_evaluation\outputs\cov40\synth_0007\1\baseline_cc__19eabb03d824.tif,,"{""min_area"": 1}",0.05406202751041781,0.02781994838317899,0.953185955786736,0.09259259259259259,0.0,0.0
cov40/synth_0007,40,20264808,1,baseline_skeleton,ok,output\locked_evaluation\outputs\cov40\synth_0007\1\baseline_skeleton__285b5bcfa0e4.tif,,"{""max_gap_px"": 28.0, ""max_turn_deg"": 20.0}",0.6769428387925498,0.6687817258883249,0.6853055916775033,0.3888888888888889,0.0,0.0
cov40/synth_0007,40,20264808,1,filaseg,ok,C:\Repos\filaments_quantification\output\locked_evaluation\filaseg\cov40\synth_0007\1\filaseg\final\mask_w1_reconnect_multilabel.npz,,"{""filaseg_mode"": ""run""}",0.6446558477895915,0.5658153241650294,0.7490247074122237,0.35185185185185186,0.25862068965517243,0.25862068965517243
cov40/synth_0008,40,20264809,1,baseline_cc,ok,output\locked_evaluation\outputs\cov40\synth_0008\1\baseline_cc__19eabb03d824.tif,,"{""min_area"": 1}",0.05124391060206016,0.026364123364199892,0.9101717305151915,0.11764705882352941,0.0,0.0
cov40/synth_0008,40,20264809,1,baseline_skeleton,ok,output\locked_evaluation\outputs\cov40\synth_0008\1\baseline_skeleton__285b5bcfa0e4.tif,,"{""max_gap_px"": 28.0, ""max_turn_deg"": 20.0}",0.7324749642346209,0.7987519500780031,0.6763540290620872,0.49019607843137253,0.0,0.0
cov40/synth_0008,40,20264809,1,filaseg,ok,C:\Repos\filaments_quantification\output\locked_evaluation\filaseg\cov40\synth_0008\1\filaseg\final\mask_w1_reconnect_multilabel.npz,,"{""filaseg_mode"": ""run""}",0.716636197440585,0.665158371040724,0.7767503302509907,0.4117647058823529,0.3269230769230769,0.3269230769230769
cov40/synth_0009,40,20264810,1,baseline_cc,ok,output\locked_evaluation\outputs\cov40\synth_0009\1\baseline_cc__19eabb03d824.tif,,"{""min_area"": 1}",0.051497718706605834,0.026449851245058484,0.9715568862275449,0.10204081632653061,0.0,0.0
cov40/synth_0009,40,20264810,1,baseline_skeleton,ok,output\locked_evaluation\outputs\cov40\synth_0009\1\baseline_skeleton__285b5bcfa0e4.tif,,"{""max_gap_px"": 28.0, ""max_turn_deg"": 20.0}",0.7105263157894737,0.7883211678832117,0.6467065868263473,0.5510204081632653,0.0,0.0
cov40/synth_0009,40,20264810,1,filaseg,ok,C:\Repos\filaments_quantification\output\locked_evaluation\filaseg\cov40\synth_0009\1\filaseg\final\mask_w1_reconnect_multilabel.npz,,"{""filaseg_mode"": ""run""}",0.671571906354515,0.6070133010882709,0.7514970059880239,0.4489795918367347,0.44,0.44
cov40/synth_0010,40,20264811,1,baseline_cc,ok,output\locked_evaluation\outputs\cov40\synth_0010\1\baseline_cc__19eabb03d824.tif,,"{""min_area"": 1}",0.049380954079994294,0.025361920469122227,0.9326145552560647,0.058823529411764705,0.0,0.0
cov40/synth_0010,40,20264811,1,baseline_skeleton,ok,output\locked_evaluation\outputs\cov40\synth_0010\1\baseline_skeleton__285b5bcfa0e4.tif,,"{""max_gap_px"": 28.0, ""max_turn_deg"": 20.0}",0.5647887323943662,0.5914454277286135,0.5404312668463612,0.5294117647058824,0.0,0.0
cov40/synth_0010,40,20264811,1,filaseg,ok,C:\Repos\filaments_quantification\output\locked_evaluation\filaseg\cov40\synth_0010\1\filaseg\final\mask_w1_reconnect_multilabel.npz,,"{""filaseg_mode"": ""run""}",0.6181818181818182,0.5964912280701754,0.6415094339622641,0.45098039215686275,0.11538461538461539,0.11538461538461539
cov40/synth_0011,40,20264812,1,baseline_cc,ok,output\locked_evaluation\outputs\cov40\synth_0011\1\baseline_cc__19eabb03d824.tif,,"{""min_area"": 1}",0.042809232590254494,0.021939136588818117,0.8785425101214575,0.016666666666666666,0.0,0.0
cov40/synth_0011,40,20264812,1,baseline_skeleton,ok,output\locked_evaluation\outputs\cov40\synth_0011\1\baseline_skeleton__285b5bcfa0e4.tif,,"{""max_gap_px"": 28.0, ""max_turn_deg"": 20.0}",0.7120055517002081,0.7328571428571429,0.6923076923076923,0.4,0.0,0.0
